,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_int,Engine_int,Power_int,Car
3912,Hyderabad,2010,68782,Diesel,Automatic,First,5.0,12.5,14.84,2143.0,170.0,Mercedes-Benz New C-Class
3913,Kolkata,2011,35888,Diesel,Manual,First,5.0,1.89,21.1,1248.0,73.9,Maruti Ritz
3914,Kolkata,2015,168205,Diesel,Manual,First,5.0,4.0,23.4,1248.0,74.0,Maruti Swift
3915,Mumbai,2012,47000,Petrol,Manual,First,5.0,3.95,14.8,1799.0,130.2,Honda Civic
3916,Hyderabad,2015,93700,Diesel,Manual,First,7.0,7.85,24.52,1248.0,88.5,Maruti Ertiga
3917,Kolkata,2014,45000,Diesel,Manual,First,5.0,7.0,22.7,1582.0,126.24,Hyundai Elantra
3918,Hyderabad,2016,55547,Diesel,Automatic,First,7.0,24.99,12.55,2982.0,168.5,Toyota Fortuner
3919,Delhi,2013,69000,Petrol,Automatic,First,5.0,4.5,17.21,1197.0,103.6,Volkswagen Polo
3920,Pune,2005,88000,Diesel,Manual,Third,5.0,1.25,18.7,1896.0,66.0,Skoda Octavia
3921,Delhi,2014,32400,Diesel,Manual,First,5.0,3.95,20.14,1498.0,88.8,Volkswagen Polo
3922,Pune,2012,79000,Petrol,Manual,Second,5.0,1.6,17.92,1086.0,62.1,Hyundai Santro
3924,Coimbatore,2014,45407,Petrol,Manual,Second,5.0,3.39,21.1,814.0,55.2,Hyundai EON
3925,Hyderabad,2011,136490,Diesel,Manual,First,7.0,9.8,12.8,2494.0,102.0,Toyota Innova
3927,Mumbai,2017,19416,Petrol,Manual,First,5.0,8.25,21.56,1462.0,103.25,Maruti Ciaz
3928,Mumbai,2012,15500,Petrol,Manual,First,5.0,3.75,17.5,1298.0,85.8,Maruti Swift
3929,Hyderabad,2017,12538,Petrol,Automatic,First,5.0,12.5,18.0,1497.0,117.3,Honda City
3930,Bangalore,2015,62588,Diesel,Manual,First,5.0,5.95,17.8,1248.0,77.89,Maruti Swift
3931,Delhi,2015,44328,Petrol,Manual,First,5.0,3.8,19.4,1198.0,86.8,Honda Brio
3932,Delhi,2014,63000,Diesel,Manual,First,5.0,4.35,23.59,1364.0,67.04,Toyota Etios
3934,Kolkata,2015,103000,Petrol,Manual,First,5.0,3.0,15.64,1193.0,64.08,Tata Indigo
3935,Pune,2016,50296,Diesel,Automatic,Second,7.0,19.0,11.36,2755.0,171.5,Toyota Innova
3936,Pune,2013,95500,Diesel,Manual,First,5.0,5.0,20.54,1598.0,103.6,Volkswagen Vento
3937,Pune,2014,72100,Diesel,Manual,First,5.0,5.45,22.7,1498.0,89.84,Ford Ecosport
3938,Mumbai,2010,19119,Petrol,Manual,First,5.0,2.7,18.9,998.0,67.1,Maruti WagonR
3940,Hyderabad,2015,75600,Diesel,Manual,First,5.0,5.8,20.14,1498.0,88.8,Volkswagen Polo
3941,Pune,2007,137000,Petrol,Manual,Second,5.0,0.95,15.3,1193.0,65.3,Tata Indica
3944,Pune,2016,7000,Petrol,Manual,First,5.0,3.0,24.07,998.0,67.1,Maruti Alto
3945,Bangalore,2013,50000,Diesel,Automatic,First,5.0,15.0,19.3,1968.0,141.0,Skoda Octavia
3946,Hyderabad,2016,30000,Diesel,Manual,First,5.0,6.0,26.59,1248.0,74.0,Maruti Swift
3947,Mumbai,2016,38151,Diesel,Manual,First,5.0,7.65,28.09,1248.0,88.5,Maruti Ciaz
3948,Jaipur,2009,116000,Diesel,Manual,Second,5.0,8.5,15.8,2148.0,170.0,Mercedes-Benz New C-Class
3949,Kolkata,2013,22000,Diesel,Manual,First,5.0,2.25,20.0,1399.0,68.0,Ford Figo
3950,Delhi,2010,60000,Petrol,Automatic,Second,5.0,4.65,14.53,1798.0,138.1,Toyota Corolla
3951,Mumbai,2016,38000,Diesel,Manual,First,5.0,7.85,22.7,1598.0,118.0,Maruti SX4
3952,Coimbatore,2011,51928,Petrol,Manual,First,5.0,3.46,15.6,1196.0,70.0,Ford Figo
3953,Mumbai,2018,3000,Petrol,Automatic,First,5.0,8.25,19.0,1199.0,88.7,Honda Jazz
3954,Pune,2006,67196,Petrol,Manual,First,5.0,1.25,17.3,993.0,60.0,Maruti Zen
3955,Bangalore,2012,100000,Diesel,Manual,Third,7.0,16.0,11.5,2982.0,171.0,Toyota Fortuner
3956,Jaipur,2015,65218,Diesel,Manual,First,5.0,7.4,26.21,1248.0,88.5,Maruti Ciaz
3957,Kochi,2016,53886,Petrol,Manual,First,5.0,3.07,25.17,799.0,53.3,Renault KWID
3958,Coimbatore,2011,50058,Petrol,Automatic,First,5.0,3.84,19.2,1197.0,80.0,Hyundai i10
3959,Pune,2016,64000,Petrol,Automatic,First,5.0,4.2,23.1,998.0,67.04,Maruti Celerio
3960,Kochi,2018,41641,Diesel,Manual,First,5.0,10.82,21.38,1396.0,88.7,Hyundai Creta
3961,Hyderabad,2016,44345,Diesel,Manual,First,5.0,6.1,27.3,1498.0,98.6,Honda Jazz
3962,Kolkata,2011,45501,Petrol,Manual,First,5.0,3.1,17.0,1497.0,118.0,Honda City
3964,Coimbatore,2012,50297,Petrol,Manual,First,5.0,4.69,16.95,1498.0,97.6,Nissan Sunny
3965,Mumbai,2011,87000,Petrol,Automatic,First,5.0,5.4,11.7,2354.0,177.6,Honda Accord
3966,Mumbai,2016,120000,Diesel,Manual,First,7.0,12.0,15.1,2179.0,140.0,Mahindra XUV500
3967,Mumbai,2018,17000,Petrol,Manual,First,5.0,6.5,18.6,1197.0,81.83,Hyundai i20
3968,Chennai,2014,100000,Diesel,Manual,First,5.0,3.0,23.08,1461.0,63.1,Nissan Micra
3969,Kochi,2015,50979,Petrol,Automatic,First,5.0,6.9,19.12,1373.0,91.1,Maruti Ciaz
3970,Chennai,2011,41000,Diesel,Manual,First,5.0,4.0,20.54,1598.0,103.6,Volkswagen Vento
3971,Chennai,2011,24000,Petrol,Manual,First,5.0,4.25,17.0,1197.0,80.0,Hyundai i20
3972,Hyderabad,2008,44738,Petrol,Manual,First,5.0,5.1,14.53,1798.0,138.1,Toyota Corolla
3973,Kolkata,2014,37298,Diesel,Manual,First,5.0,4.9,25.1,1498.0,98.6,Honda City
3974,Pune,2014,42000,Petrol,Manual,Second,5.0,3.6,20.4,1197.0,81.8,Maruti Swift
3975,Pune,2016,45000,Diesel,Automatic,First,5.0,34.0,14.21,2143.0,203.0,Mercedes-Benz E-Class
3976,Mumbai,2015,102000,Diesel,Manual,First,7.0,8.25,12.99,2494.0,100.6,Toyota Innova
3977,Pune,2011,70000,Petrol,Manual,First,5.0,1.3,16.1,1298.0,88.2,Maruti Swift
3978,Coimbatore,2018,27467,Diesel,Automatic,First,5.0,39.05,19.27,2143.0,167.62,Mercedes-Benz New C-Class
3979,Kolkata,2015,15305,Petrol,Manual,First,5.0,3.75,18.9,1197.0,82.0,Hyundai Grand
3980,Mumbai,2010,70000,Petrol,Manual,First,5.0,2.1,18.9,998.0,67.1,Maruti WagonR
3981,Hyderabad,2016,36778,Diesel,Manual,First,5.0,8.8,22.77,1498.0,98.59,Ford EcoSport
3982,Coimbatore,2015,25845,Petrol,Manual,First,5.0,5.84,16.47,1198.0,74.0,Volkswagen Polo
3983,Kochi,2018,33858,Petrol,Automatic,First,5.0,9.03,17.01,1591.0,121.3,Hyundai Verna
3984,Ahmedabad,2017,12000,Petrol,Automatic,Second,5.0,3.25,24.04,999.0,67.0,Renault KWID
3985,Coimbatore,2013,33709,Petrol,Automatic,First,5.0,4.9,16.5,1198.0,86.8,Honda Brio
3986,Kochi,2018,32709,Petrol,Manual,First,5.0,6.46,18.16,1196.0,86.8,Ford Figo
3987,Bangalore,2014,72000,Diesel,Manual,Second,7.0,18.5,11.5,2982.0,171.0,Toyota Fortuner
3988,Ahmedabad,2013,31000,Diesel,Manual,First,5.0,2.7,25.0,1396.0,69.01,Tata Indigo
3989,Chennai,2016,70000,Diesel,Manual,First,5.0,4.6,25.83,1498.0,99.0,Ford Figo
3990,Jaipur,2014,61000,Diesel,Manual,First,5.0,5.35,23.4,1248.0,74.0,Maruti Swift
3991,Pune,2011,72000,Diesel,Manual,First,5.0,2.3,23.08,1461.0,63.1,Nissan Micra
3992,Delhi,2016,49000,Diesel,Automatic,First,5.0,15.45,19.3,1968.0,141.0,Skoda Octavia
3993,Hyderabad,2014,42939,Diesel,Automatic,First,5.0,12.49,16.96,1968.0,138.03,Volkswagen Jetta
3994,Coimbatore,2016,32545,Diesel,Automatic,First,7.0,48.76,12.07,2967.0,241.4,Audi Q7
3995,Pune,2011,54000,Petrol,Manual,First,5.0,3.2,17.0,1197.0,80.0,Hyundai i20
3996,Delhi,2012,76000,Diesel,Automatic,First,4.0,8.75,16.07,1995.0,181.0,BMW 3 Series
3997,Kolkata,2015,27000,Diesel,Manual,First,5.0,5.99,21.19,1396.0,88.73,Hyundai i20
3998,Chennai,2005,120000,Diesel,Manual,Second,8.0,2.9,12.7,2609.0,116.6,Mahindra Scorpio
4000,Kolkata,2011,37000,Diesel,Manual,First,5.0,1.8,20.0,1399.0,68.05,Ford Figo
4001,Mumbai,2012,42000,Petrol,Manual,First,5.0,6.25,9.8,2354.0,180.0,Honda Accord
4002,Bangalore,2013,60000,Diesel,Manual,First,5.0,5.45,21.9,1396.0,88.76,Hyundai i20
4004,Mumbai,2013,44000,Petrol,Automatic,First,5.0,5.6,17.1,1591.0,121.4,Hyundai Verna
4005,Kolkata,2014,37000,Petrol,Manual,First,5.0,6.45,17.4,1497.0,117.3,Honda City
4006,Mumbai,2012,50000,Petrol,Manual,First,5.0,3.7,18.5,1197.0,82.85,Hyundai i20
4007,Chennai,2013,58581,Petrol,Manual,First,5.0,3.49,19.4,1198.0,86.8,Honda Brio
4008,Kolkata,2013,25500,Diesel,Manual,First,5.0,3.55,21.9,1396.0,88.76,Hyundai i20
4009,Mumbai,2017,25000,Petrol,Manual,First,5.0,9.0,10.4,2393.0,163.5,Maruti Grand
4012,Chennai,2006,68000,Petrol,Manual,First,5.0,1.5,19.7,796.0,46.3,Maruti Alto
4013,Jaipur,2017,40000,Diesel,Manual,First,7.0,15.9,16.0,2179.0,140.0,Mahindra XUV500
4014,Hyderabad,2013,73212,Diesel,Manual,First,5.0,5.2,22.9,1248.0,74.0,Maruti Swift
4015,Mumbai,2014,69000,Diesel,Automatic,First,5.0,16.25,17.05,1995.0,184.0,BMW X1
4018,Kolkata,2011,150000,Petrol,Manual,First,5.0,2.5,18.5,1197.0,85.8,Maruti Ritz
4019,Jaipur,2013,70933,Diesel,Manual,Second,5.0,3.9,21.9,1396.0,88.76,Hyundai i20
4020,Kolkata,2013,115195,Diesel,Manual,First,5.0,3.85,25.2,1248.0,74.0,Maruti Swift
4021,Delhi,2011,62148,Petrol,Manual,First,5.0,8.8,11.7,1796.0,178.0,Mercedes-Benz New C-Class
4022,Chennai,2009,32000,Petrol,Manual,Second,5.0,4.95,14.28,1798.0,138.03,Toyota Corolla
4023,Kolkata,2014,58000,Diesel,Manual,First,5.0,5.75,22.32,1582.0,126.32,Hyundai Verna
4024,Kochi,2014,68598,Diesel,Manual,First,5.0,6.17,19.01,1461.0,108.45,Renault Duster
4025,Chennai,2010,84072,Diesel,Manual,First,5.0,3.45,17.8,1248.0,75.0,Maruti Swift
4026,Jaipur,2016,51264,Petrol,Manual,First,5.0,3.2,24.07,998.0,67.1,Maruti Alto
4027,Coimbatore,2017,21363,Petrol,Automatic,First,5.0,13.49,13.0,1591.0,121.3,Hyundai Creta
4029,Kolkata,2015,35000,Petrol,Automatic,First,5.0,14.7,10.1,2354.0,152.0,Honda CR-V
4030,Hyderabad,2014,55000,Diesel,Manual,First,5.0,6.0,22.7,1498.0,89.84,Ford Ecosport
4031,Coimbatore,2016,43252,Diesel,Automatic,First,5.0,34.18,13.0,2143.0,204.0,Mercedes-Benz E-Class
4032,Delhi,2014,42000,Diesel,Manual,First,5.0,3.5,24.0,1120.0,70.0,Hyundai Grand
4033,Hyderabad,2006,69000,Petrol,Manual,First,5.0,2.15,16.6,1388.0,68.0,Ford Fiesta
4034,Kolkata,2018,14000,Diesel,Automatic,First,5.0,11.25,17.6,1582.0,126.2,Hyundai Creta
4036,Kochi,2015,35314,Diesel,Manual,First,5.0,4.27,23.2,1248.0,73.94,Maruti Ritz
4037,Kochi,2017,38691,Petrol,Manual,First,5.0,7.68,17.8,1497.0,117.3,Honda City
4038,Coimbatore,2017,72717,Diesel,Manual,First,7.0,14.52,12.99,2494.0,100.6,Toyota Innova
4040,Mumbai,2015,44000,Diesel,Manual,First,5.0,5.75,21.14,1498.0,103.52,Skoda Rapid
4041,Mumbai,2017,27000,Petrol,Manual,First,5.0,8.3,15.8,1499.0,110.0,Ford Ecosport
4042,Chennai,2014,18500,Petrol,Automatic,First,5.0,3.95,23.1,998.0,67.04,Maruti Celerio
4043,Mumbai,2014,45000,Petrol,Manual,First,5.0,4.8,15.04,1598.0,103.6,Volkswagen Vento
4045,Ahmedabad,2017,42000,Diesel,Manual,First,5.0,6.25,23.59,1364.0,67.04,Toyota Etios
4046,Jaipur,2012,90000,Diesel,Manual,First,5.0,2.5,19.4,1405.0,70.0,Tata Indica
4047,Pune,2014,82329,Petrol,Automatic,First,5.0,7.5,18.0,1497.0,117.3,Honda City
4048,Delhi,2010,80302,Petrol,Manual,First,5.0,3.5,17.0,1497.0,118.0,Honda City
4049,Hyderabad,2005,105000,Diesel,Manual,First,5.0,1.99,18.7,1896.0,66.0,Skoda Octavia
4050,Kolkata,2009,60000,Petrol,Manual,First,5.0,2.25,14.53,1798.0,138.0,Toyota Corolla
4051,Delhi,2014,70000,Petrol,Manual,First,5.0,3.25,16.78,1496.0,88.73,Toyota Etios
4052,Bangalore,2016,45000,Diesel,Automatic,First,5.0,28.5,17.05,1995.0,184.0,BMW X1
4053,Kolkata,2006,44000,Petrol,Automatic,First,5.0,1.5,16.4,1497.0,78.0,Honda City
4054,Delhi,2017,25500,Diesel,Manual,First,5.0,7.0,22.54,1396.0,88.73,Hyundai i20
4055,Delhi,2014,68000,Diesel,Automatic,First,5.0,27.5,13.0,2987.0,261.5,Mercedes-Benz E-Class
4056,Ahmedabad,2015,61786,Diesel,Manual,First,5.0,10.5,19.67,1582.0,126.2,Hyundai Creta
4057,Jaipur,2014,65000,Diesel,Automatic,Second,5.0,21.5,15.73,1968.0,174.33,Audi Q3
4059,Hyderabad,2015,34000,Diesel,Automatic,First,5.0,7.99,21.66,1498.0,103.52,Skoda Rapid
4060,Coimbatore,2015,59751,Petrol,Automatic,First,5.0,4.88,23.1,998.0,67.04,Maruti Celerio
4062,Mumbai,2015,30000,Petrol,Manual,First,5.0,6.55,20.73,1373.0,91.1,Maruti Ciaz
4063,Coimbatore,2015,60146,Diesel,Automatic,First,5.0,29.64,14.16,1968.0,174.3,Audi Q5
4064,Coimbatore,2013,44731,Diesel,Manual,Second,5.0,4.34,20.0,1399.0,68.0,Ford Figo
4065,Kochi,2014,43316,Petrol,Manual,First,5.0,6.22,18.88,999.0,123.37,Ford Ecosport
4066,Delhi,2009,92000,Petrol,Manual,Second,5.0,2.25,17.0,1497.0,118.0,Honda City
4068,Mumbai,2008,69000,Petrol,Manual,Second,5.0,2.15,20.4,1197.0,81.8,Maruti Swift
4069,Coimbatore,2014,60280,Diesel,Automatic,First,5.0,22.45,22.48,1995.0,190.0,BMW 5 Series
4071,Mumbai,2013,41000,Petrol,Manual,First,5.0,3.1,19.4,1198.0,86.8,Honda Brio
4072,Mumbai,2016,6000,Petrol,Manual,First,5.0,5.95,18.6,1197.0,81.83,Hyundai i20
4073,Mumbai,2006,133000,Diesel,Manual,Second,5.0,0.86,16.8,1405.0,68.0,Tata Indica
4074,Delhi,2010,76000,Diesel,Manual,First,7.0,9.25,11.5,2982.0,171.0,Toyota Fortuner
4075,Mumbai,2011,15590,Petrol,Manual,First,5.0,2.25,19.81,1086.0,68.05,Hyundai i10
4076,Kochi,2016,69681,Petrol,Manual,First,5.0,6.13,17.0,1197.0,80.0,Hyundai i20
4077,Kochi,2006,70362,Petrol,Manual,Second,5.0,1.81,15.4,1590.0,83.08,Maruti Baleno
4078,Pune,2014,49112,Petrol,Automatic,Second,5.0,3.79,15.5,1198.0,86.7,Honda Amaze
4079,Hyderabad,2017,25000,Diesel,Automatic,First,5.0,160.0,13.33,2993.0,255.0,Land Rover Range Rover
4080,Mumbai,2011,74000,Diesel,Manual,First,5.0,3.6,23.59,1364.0,76.91,Toyota Etios
4081,Pune,2013,15200,Petrol,Automatic,Second,5.0,3.85,16.95,1197.0,78.9,Hyundai i10
4082,Hyderabad,2013,86300,Diesel,Manual,First,5.0,4.5,22.07,1199.0,73.9,Volkswagen Polo
4083,Coimbatore,2018,26731,Petrol,Manual,First,5.0,8.61,21.1,998.0,100.0,Maruti Baleno
4084,Ahmedabad,2016,74000,Diesel,Manual,First,5.0,6.5,21.9,1396.0,88.76,Hyundai i20
4085,Chennai,2005,83929,Petrol,Automatic,First,5.0,2.6,11.3,1794.0,125.0,Toyota Corolla
4086,Pune,2015,65000,Diesel,Manual,First,7.0,15.0,12.99,2494.0,100.6,Toyota Innova
4087,Pune,2017,20000,Petrol,Automatic,First,5.0,4.7,23.1,998.0,67.04,Maruti Celerio
4088,Hyderabad,2015,122086,Diesel,Automatic,First,5.0,12.99,19.3,1968.0,141.0,Skoda Octavia
4090,Delhi,2015,62542,Diesel,Manual,Second,5.0,6.5,23.9,1582.0,126.2,Hyundai Verna
4091,Coimbatore,2012,26671,Petrol,Manual,Second,5.0,5.67,17.0,1497.0,118.0,Honda City
4093,Delhi,2015,46166,Diesel,Manual,Second,5.0,5.5,26.21,1248.0,88.5,Maruti Ciaz
4094,Pune,2015,25200,Petrol,Manual,First,5.0,3.35,18.9,998.0,67.1,Maruti WagonR
4095,Coimbatore,2015,35463,Diesel,Automatic,First,5.0,25.02,14.94,2967.0,241.4,Audi A4
4097,Coimbatore,2016,40310,Petrol,Manual,First,5.0,7.09,18.6,1197.0,81.83,Hyundai i20
4098,Delhi,2012,82069,CNG,Manual,First,5.0,2.65,21.4,1586.0,103.3,Maruti SX4
4099,Delhi,2018,10000,Petrol,Manual,First,5.0,6.5,18.9,1197.0,81.86,Hyundai Grand
4100,Chennai,2012,94000,Diesel,Manual,First,5.0,4.5,22.07,1199.0,73.9,Volkswagen Polo
4101,Chennai,2016,45000,Diesel,Automatic,First,5.0,57.0,15.97,2993.0,258.0,BMW X5
4102,Kochi,2012,52818,Petrol,Manual,First,5.0,3.82,16.47,1198.0,73.9,Volkswagen Polo
4103,Jaipur,2013,61238,Diesel,Manual,First,5.0,5.25,20.45,1461.0,83.8,Renault Duster
4104,Coimbatore,2016,54253,Petrol,Automatic,First,5.0,16.81,14.67,1798.0,177.46,Skoda Superb
4105,Delhi,2013,71000,Diesel,Automatic,First,5.0,21.5,14.16,1968.0,174.3,Audi Q5
4106,Hyderabad,2017,20000,Diesel,Manual,First,5.0,8.5,27.39,1248.0,74.0,Maruti Baleno
4107,Delhi,2013,75000,Petrol,Manual,First,5.0,3.25,16.47,1198.0,73.9,Volkswagen Polo
4109,Mumbai,2015,51579,Petrol,Manual,First,5.0,5.95,20.73,1373.0,91.1,Maruti Ciaz
4110,Kochi,2015,65178,Diesel,Manual,First,5.0,6.79,19.87,1461.0,83.8,Renault Duster
4111,Mumbai,2016,25350,Petrol,Manual,First,5.0,2.55,21.1,814.0,55.2,Hyundai EON
4112,Pune,2008,92000,Petrol,Manual,Second,5.0,3.7,10.8,2354.0,152.0,Honda CR-V
4113,Bangalore,2014,45000,Petrol,Manual,Second,5.0,6.75,17.01,1591.0,121.3,Hyundai Verna
4114,Kolkata,2015,46000,Petrol,Manual,First,5.0,6.95,14.28,1798.0,138.03,Toyota Corolla
4115,Kochi,2011,79940,Petrol,Manual,First,5.0,2.78,15.5,1586.0,103.3,Maruti SX4
4116,Coimbatore,2016,28851,Petrol,Manual,First,5.0,6.18,16.47,1198.0,73.9,Volkswagen Polo
4117,Bangalore,2015,63000,Diesel,Automatic,First,5.0,36.0,14.16,1968.0,174.3,Audi Q5
4118,Coimbatore,2012,77283,Petrol,Manual,First,5.0,5.81,17.0,1497.0,118.0,Honda City
4119,Pune,2014,38958,Petrol,Manual,First,5.0,3.41,22.5,998.0,67.04,Maruti WagonR
4121,Hyderabad,2015,38000,Petrol,Automatic,First,5.0,16.0,14.7,1798.0,177.5,Skoda Octavia
4122,Kochi,2017,44887,Diesel,Manual,First,5.0,12.13,19.67,1582.0,126.2,Hyundai Creta
4123,Hyderabad,2009,85000,Petrol,Manual,Second,5.0,1.8,19.7,796.0,46.3,Maruti Alto
4124,Pune,2013,100000,Petrol,Manual,First,5.0,6.25,16.8,1497.0,116.3,Honda City
4128,Mumbai,2014,20364,Petrol,Automatic,Second,5.0,5.2,17.21,1197.0,103.6,Volkswagen Polo
4129,Coimbatore,2014,64637,Diesel,Manual,First,5.0,7.52,22.77,1498.0,98.59,Ford EcoSport
4130,Coimbatore,2017,15731,Petrol,Manual,First,5.0,12.49,15.29,1591.0,121.3,Hyundai Creta
4131,Coimbatore,2019,56251,Diesel,Manual,First,7.0,35.82,14.24,2755.0,174.5,Toyota Fortuner
4132,Chennai,2017,28000,Petrol,Manual,First,5.0,6.25,20.85,1197.0,83.14,Maruti Swift
4133,Coimbatore,2015,20045,Petrol,Manual,First,5.0,6.22,17.0,1197.0,80.0,Hyundai i20
4135,Mumbai,2014,21000,Petrol,Manual,First,5.0,3.75,23.1,998.0,67.04,Maruti Celerio
4136,Mumbai,2009,68001,Petrol,Automatic,Second,5.0,11.75,10.93,3498.0,272.0,Mercedes-Benz E-Class
4137,Kolkata,2012,31000,Petrol,Manual,First,5.0,2.25,20.36,1197.0,78.9,Hyundai i10
4138,Mumbai,2013,8950,Petrol,Manual,First,5.0,3.55,17.71,1197.0,78.9,Toyota Etios
4139,Coimbatore,2017,43477,Diesel,Automatic,First,5.0,38.15,15.0,2143.0,204.0,Mercedes-Benz E-Class
4140,Ahmedabad,2015,20000,Petrol,Manual,First,5.0,2.66,21.1,814.0,55.2,Hyundai EON
4141,Mumbai,2014,47200,CNG,Manual,First,5.0,2.85,33.54,998.0,67.04,Maruti WagonR
4142,Bangalore,2011,60000,Petrol,Manual,First,5.0,4.95,17.0,1497.0,118.0,Honda City
4144,Pune,2016,52000,Diesel,Manual,Second,5.0,2.4,25.0,1396.0,69.01,Tata Indigo
4145,Pune,2016,26000,Petrol,Manual,First,5.0,12.5,15.29,1591.0,121.3,Hyundai Creta
4146,Pune,2013,32425,Petrol,Manual,First,5.0,3.0,20.51,998.0,67.04,Maruti WagonR
4147,Kochi,2017,54758,Diesel,Manual,First,5.0,6.67,28.4,1248.0,73.75,Maruti Dzire
4149,Kolkata,2013,30000,Petrol,Manual,First,5.0,2.8,16.47,1198.0,73.9,Volkswagen Polo
4150,Jaipur,2011,40496,Petrol,Manual,First,5.0,2.65,20.36,1197.0,78.9,Hyundai i10
4153,Bangalore,2011,34000,Petrol,Automatic,Second,5.0,19.0,10.5,1796.0,157.7,Mercedes-Benz E-Class
4154,Bangalore,2012,62000,Diesel,Manual,First,5.0,4.5,17.8,1248.0,75.0,Maruti Swift
4155,Hyderabad,2012,123600,Diesel,Manual,First,7.0,8.25,15.1,2179.0,140.0,Mahindra XUV500
4156,Pune,2014,80102,Petrol,Manual,First,5.0,3.5,17.71,1197.0,78.9,Toyota Etios
4157,Pune,2013,55000,Diesel,Manual,First,7.0,8.5,15.1,2179.0,140.0,Mahindra XUV500
4158,Hyderabad,2015,48200,Petrol,Manual,First,5.0,9.0,15.29,1591.0,121.3,Hyundai Creta
4159,Hyderabad,2014,90000,Diesel,Manual,First,5.0,6.75,26.0,1498.0,98.6,Honda City
4160,Hyderabad,2014,123900,Diesel,Manual,First,5.0,5.4,19.3,1248.0,73.9,Maruti Swift
4161,Delhi,2015,13008,Petrol,Manual,First,5.0,3.5,20.51,998.0,67.04,Maruti WagonR
4162,Hyderabad,2012,60500,Petrol,Manual,First,5.0,2.6,21.1,814.0,55.2,Hyundai EON
4163,Bangalore,2017,53841,Diesel,Automatic,First,7.0,20.5,11.36,2755.0,171.5,Toyota Innova
4164,Kochi,2017,47183,Petrol,Manual,Second,5.0,11.31,15.8,1591.0,121.3,Hyundai Creta
4165,Kolkata,2018,10000,Petrol,Manual,First,5.0,4.5,20.51,998.0,67.04,Maruti WagonR
4167,Kochi,2017,3923,Petrol,Manual,First,5.0,5.2,23.1,998.0,67.04,Maruti Celerio
4168,Delhi,2011,85000,Diesel,Manual,First,8.0,5.25,12.05,2179.0,120.0,Mahindra Scorpio
4171,Kolkata,2013,42000,Diesel,Manual,First,5.0,5.85,22.7,1582.0,126.24,Hyundai Elantra
4172,Delhi,2014,56510,Petrol,Manual,First,5.0,3.9,19.1,1197.0,85.8,Maruti Swift
4173,Delhi,2009,88000,Diesel,Automatic,First,5.0,7.98,16.55,1968.0,140.0,Audi A4
4174,Mumbai,2014,36631,Petrol,Automatic,First,5.0,4.3,16.5,1198.0,86.8,Honda Brio
4175,Kolkata,2011,34000,Petrol,Manual,First,5.0,2.25,18.9,998.0,67.1,Maruti WagonR
4176,Ahmedabad,2013,49000,Petrol,Manual,First,5.0,3.2,19.81,1086.0,68.05,Hyundai i10
4177,Hyderabad,2012,65254,Diesel,Manual,First,5.0,6.55,22.32,1582.0,126.32,Hyundai Verna
4178,Bangalore,2014,95000,Diesel,Manual,Second,5.0,6.9,22.32,1582.0,126.32,Hyundai Verna
4179,Chennai,2009,83000,Diesel,Manual,First,5.0,2.95,23.2,1248.0,73.94,Maruti Ritz
4180,Coimbatore,2017,101065,Diesel,Manual,First,5.0,11.45,20.5,1582.0,126.2,Hyundai Creta
4181,Kochi,2017,15134,Petrol,Manual,First,5.0,6.37,21.4,1197.0,83.1,Maruti Baleno
4182,Jaipur,2011,72000,Diesel,Manual,First,5.0,5.0,22.32,1582.0,126.3,Hyundai Verna
4183,Chennai,2012,120000,Diesel,Manual,Second,5.0,2.6,22.3,1248.0,74.0,Tata Indica
4184,Kolkata,2010,45000,Petrol,Manual,First,5.0,1.9,18.5,1197.0,80.0,Hyundai i20
4187,Chennai,2012,58000,Diesel,Automatic,Second,5.0,15.3,22.69,1995.0,190.0,BMW 3 Series
4188,Chennai,2016,86000,Diesel,Manual,Second,7.0,8.2,25.47,1248.0,88.5,Maruti Ertiga
4189,Ahmedabad,2014,69000,Petrol,Automatic,First,5.0,5.25,16.9,1197.0,81.86,Hyundai Xcent
4190,Pune,2016,55001,Petrol,Automatic,Second,5.0,8.5,16.93,1197.0,103.2,Volkswagen Vento
4191,Chennai,2015,28000,Diesel,Automatic,First,5.0,23.75,15.73,1968.0,174.33,Audi Q3
4192,Delhi,2013,53213,Petrol,Manual,First,5.0,2.74,19.81,1086.0,68.05,Hyundai i10
4193,Coimbatore,2016,44340,Diesel,Automatic,First,5.0,13.83,16.96,1968.0,138.03,Volkswagen Jetta
4194,Mumbai,2017,16900,Petrol,Manual,First,5.0,6.99,21.1,998.0,100.0,Maruti Baleno
4195,Jaipur,2009,57000,Petrol,Manual,First,5.0,2.25,19.81,1086.0,68.05,Hyundai i10
4196,Hyderabad,2013,83165,Diesel,Manual,First,8.0,11.49,12.8,2494.0,102.0,Toyota Innova
4197,Coimbatore,2012,24735,Petrol,Manual,Second,5.0,2.87,18.6,1199.0,79.4,Chevrolet Beat
4198,Kolkata,2005,65175,Diesel,Manual,First,8.0,3.25,12.8,2494.0,102.0,Toyota Innova
4199,Pune,2009,60000,Petrol,Manual,Second,5.0,3.5,9.8,2354.0,180.0,Honda Accord
4201,Jaipur,2011,77000,Diesel,Manual,First,5.0,2.9,22.07,1199.0,73.9,Volkswagen Polo
